TAXYEAR,PARCEL,SFRCONDO,COMPLEXID,INSPECTION,CLASS,STORIES,ROOMS,QUALITY,WALLS,ROOF,HEAT,COOL,BATHFIXTUR,PATIO,PATIONUMBE,CONDITION,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,VALUATIONC,APPLICATION,ENHANCEMEN,ADJUSTMENT,APPRAISER,PHONE
2018,10210025B,S,9999,Jan  1 1986 12:00AM,1,1,3,1,0,7,6,2,3,9,0,1,441,1949,3,1,0,253363,253363,253363,20070207,00,0129,0,1,Stephen H.,724-3061
2018,10218001J,S,9999,Oct 17 2014 12:00AM,1,1,4,1,3,3,1,9,4,9,0,1,816,1988,1,2,0,174616,174616,174616,20141017,00,0129,0,1,Stephen H.,724-3061
2018,103070080,S,9999,Feb  1 1982 12:00AM,1,1,4,2,0,7,8,1,4,3,1,2,883,1957,9,0,0,39054,39054,39054,19820921,00,0129,0,1,Stephen H.,724-3061
2018,103100570,S,9999,May 17 2016 12:00AM,1,1,6,1,0,7,1,2,3,3,1,1,772,1946,9,0,0,77166,77166,77166,20160518,00,0129,0,1,Stephen H.,724-3061
2018,10312018D,S,9999,Jun 18 2013 12:00AM,1,1,3,1,0,1,6,1,3,9,0,1,479,1972,9,0,0,137339,137339,137339,20130618,00,0129,0,1,Stephen H.,724-3061
2018,104031760,S,9999,Dec 18 2013 12:00AM,1,1,3,1,2,7,9,1,3,3,1,2,430,1962,9,0,0,33600,50702,50702,20131219,00,0129,0,1,June M.,724-8722
2018,10407022A,S,9999,May  1 1991 12:00AM,1,1,5,1,3,7,9,1,3,3,2,1,931,1949,3,2,0,38841,38841,38841,20001120,00,0129,0,1,Stephen H.,724-3061
2018,104101260,S,9999,Jul  1 2007 12:00AM,1,1,2,1,0,7,8,1,3,9,0,2,485,1962,9,0,0,26618,33150,33150,20070822,00,0129,0,1,Stephen H.,724-3061
2018,10411015A,S,9999,Jun  9 2016 12:00AM,1,1,4,2,0,7,1,1,3,9,0,2,977,1958,9,0,0,44344,44344,36806,20160613,00,0129,0,1,Stephen H.,724-3061
2018,10411051A,S,9999,Jun  1 1984 12:00AM,1,1,7,2,0,6,4,1,3,3,1,2,924,1956,1,3,0,56373,56373,56373,19841119,00,0129,0,1,Stephen H.,724-3061
